RES_ID,RESPONSE,LABEL,DATA_TYPE,DATA_GROUP,BACK_TRANSLATED_RESPONSE,CLEAN_RESPONSE,CORRECTED_RESPONSE,NORMALIZE_RESPONSE
TRA70,"mengungsi ke daerah lainya ,karena komunitas atau negara lainya terpaksa meninggalkan adanya bencana lingkungan",0,TRAIN,A,"Evakuasi ke daerah lain, karena komunitas atau negara lain dipaksa meninggalkan bencana lingkungan",evakuasi ke daerah lain karena komunitas atau negara lain dipaksa meninggalkan bencana lingkungan,evakuasi ke daerah lain karena komunitas atau negara lain paksa meninggalkan bencana lingkungan,evakuasi ke daerah lain karena komunitas atau negara lain paksa meninggalkan bencana lingkungan
TRA71,"pengungsi iklim akan kehilangan harta benda meraka,lahan meraka dikarenakan jika mereka telah menetap disana dan sukses disana maka mereka akan bersusah payah merintis lagi dari nol.",1,TRAIN,A,"Pengungsi iklim akan kehilangan harta benda mereka, tanah mereka adalah karena jika mereka telah menetap di sana dan kesuksesan di sana mereka akan berjuang untuk merintis lagi dari awal.",pengungsi iklim akan kehilangan harta benda mereka tanah mereka adalah karena jika mereka telah menetap di sana dan kesuksesan di sana mereka akan berjuang untuk merintis lagi dari awal,pengungsi iklim akan kehilangan harta benda mereka tanah mereka adalah karena jika mereka telah menetap di sana dan kesuksesan di sana mereka akan berjuang untuk merintis lagi dari awal,pengungsi iklim akan kehilangan harta benda mereka tanah mereka adalah karena jika mereka telah menetap di sana dan kesuksesan di sana mereka akan berjuang untuk merintis lagi dari awal
TRA72,menahan rasa suhu tubuh yang ada di iklim negara tersebut,1,TRAIN,A,menahan rasa suhu tubuh di iklim negara itu,menahan rasa suhu tubuh di iklim negara itu,menahan rasa suhu tubuh di iklim negara itu,menahan rasa suhu tubuh di iklim negara itu
TRA73,bersosialisasi dengan orang-orang baru dan beradaptasi dengan lingkungan sekitarnya yang baru,1,TRAIN,A,bersosialisasi dengan orang baru dan beradaptasi dengan lingkungan sekitar yang baru,bersosialisasi dengan orang baru dan beradaptasi dengan lingkungan sekitar yang baru,bersosialisasi dengan orang baru dan beradaptasi dengan lingkungan sekitar yang baru,bersosialisasi dengan orang baru dan beradaptasi dengan lingkungan sekitar yang baru
TRA74,Akan sulit unutk menyesuaikan diri dengan lingkungan,1,TRAIN,A,Akan sulit untuk menyesuaikan diri dengan lingkungan,akan sulit untuk menyesuaikan diri dengan lingkungan,akan sulit untuk menyesuaikan diri dengan lingkungan,akan sulit untuk menyesuaikan diri dengan lingkungan
TRA75,tidak coccok dengan iklim yang akan ditempatinya,1,TRAIN,A,tidak cocok dengan iklim yang akan ditempati,tidak cocok dengan iklim yang akan ditempati,tidak cocok dengan iklim yang akan ditempati,tidak cocok dengan iklim yang akan ditempati
TRA76,Terpaksa meninggalkan komunitas atau negaranya karena bencana lingkungan.,1,TRAIN,A,Terpaksa meninggalkan komunitas atau negara karena bencana lingkungan.,terpaksa meninggalkan komunitas atau negara karena bencana lingkungan,terpaksa meninggalkan komunitas atau negara karena bencana lingkungan,terpaksa meninggalkan komunitas atau negara karena bencana lingkungan
TRA77,Pengungsi iklim adalah orang-orang yang terpaksa meninggalkan komunitas atau negaranya karena bencana lingkungan.,0,TRAIN,A,Pengungsi iklim adalah orang -orang yang dipaksa meninggalkan komunitas atau negara mereka karena bencana lingkungan.,pengungsi iklim adalah orang orang yang dipaksa meninggalkan komunitas atau negara mereka karena bencana lingkungan,pengungsi iklim adalah orang orang yang paksa meninggalkan komunitas atau negara mereka karena bencana lingkungan,pengungsi iklim adalah orang orang yang paksa meninggalkan komunitas atau negara mereka karena bencana lingkungan
TRA78,Mereka akan rugi karena mereka akan meninggalkan lahan pertanian mereka yang sudah tumbuh subur.,0,TRAIN,A,Mereka akan kalah karena mereka akan meninggalkan lahan pertanian mereka yang telah berkembang.,mereka akan kalah karena mereka akan meninggalkan lahan pertanian mereka yang telah berkembang,mereka akan kalah karena mereka akan meninggalkan lahan pertanian mereka yang telah berkembang,mereka akan kalah karena mereka akan meninggalkan lahan pertanian mereka yang telah berkembang
TRA79,harus lebih waspada lagi tentang keadaan sekitar nya,0,TRAIN,A,harus lebih waspada tentang keadaan,harus lebih waspada tentang keadaan,harus lebih waspada tentang keadaan,harus lebih waspada tentang keadaan
TRA80,meninggalkan tempat baru yang telah di tempat i selama ini dan akan kehilangan semuanya.dan akan mengulang hidup baru dari lingkungan baru .,1,TRAIN,A,Meninggalkan tempat baru yang telah ditempati sejauh ini dan akan kehilangan segalanya.Dan akan mengulangi kehidupan baru dari lingkungan baru.,meninggalkan tempat baru yang telah ditempati sejauh ini dan akan kehilangan segalanyadan akan mengulangi kehidupan baru dari lingkungan baru,meninggalkan tempat baru yang telah ditempati sejauh ini dan akan kehilangan segalanyadan akan mengulangi kehidupan baru dari lingkungan baru,meninggalkan tempat baru yang telah ditempati sejauh ini dan akan kehilangan segalanyadan akan mengulangi kehidupan baru dari lingkungan baru
TRA81,Kehilangan matapencarian atau mungkin keluarga,1,TRAIN,A,Kehilangan nyawa atau mungkin keluarga,kehilangan nyawa atau mungkin keluarga,kehilangan nyawa atau mungkin keluarga,kehilangan nyawa atau mungkin keluarga
TRA82,"Mereka akan bergaul dengan iklim yang baru,biasanya susah atau lama untuk beradaptasi dengan iklim baru",1,TRAIN,A,"Mereka akan bergaul dengan iklim baru, biasanya sulit atau lama untuk beradaptasi dengan iklim baru",mereka akan bergaul dengan iklim baru biasanya sulit atau lama untuk beradaptasi dengan iklim baru,mereka akan bergaul dengan iklim baru biasanya sulit atau lama untuk beradaptasi dengan iklim baru,mereka akan bergaul dengan iklim baru biasanya sulit atau lama untuk beradaptasi dengan iklim baru
TRA83,satu tantangan yang akan dihadapi oleh para pengungsi iklim ketika pindah ketempat yang baru yaitu beradaptasi dengan lingkungannya yang baru.,1,TRAIN,A,Salah satu tantangan yang akan dihadapi oleh pengungsi iklim ketika pindah ke tempat baru adalah beradaptasi dengan lingkungan baru.,salah satu tantangan yang akan dihadapi oleh pengungsi iklim ketika pindah ke tempat baru adalah beradaptasi dengan lingkungan baru,salah satu tantangan yang akan diharap oleh pengungsi iklim ketika pindah ke tempat baru adalah beradaptasi dengan lingkungan baru,salah satu tantangan yang akan diharap oleh pengungsi iklim ketika pindah ke tempat baru adalah beradaptasi dengan lingkungan baru
TRA84,mereka akan kekuranngan lahan,1,TRAIN,A,Mereka akan kekurangan tanah,mereka akan kekurangan tanah,mereka akan kekurangan tanah,mereka akan kekurangan tanah
TRA85,Tantangan yang akan dihadapi para pengungsi iklim ini adalah mereka harus bisa beradaptasi dengan lingkungan barunya yang mungkin jauh berbeda dari tempat tinggal mereka sebelumnya dan harus memulai dari awal untuk mencari lahan pekerjaan mereka.,1,TRAIN,A,Tantangan yang akan dihadapi oleh para pengungsi iklim ini adalah bahwa mereka harus dapat beradaptasi dengan lingkungan baru mereka yang mungkin jauh berbeda dari tempat tinggal mereka sebelumnya dan harus mulai dari awal untuk menemukan tanah kerja mereka.,tantangan yang akan dihadapi oleh para pengungsi iklim ini adalah bahwa mereka harus dapat beradaptasi dengan lingkungan baru mereka yang mungkin jauh berbeda dari tempat tinggal mereka sebelumnya dan harus mulai dari awal untuk menemukan tanah kerja mereka,tantangan yang akan diharap oleh para pengungsi iklim ini adalah bahwa mereka harus dapat beradaptasi dengan lingkungan baru mereka yang mungkin jauh berbeda dari tempat tinggal mereka sebetulnya dan harus mulai dari awal untuk menemukan tanah kerja mereka,tantangan yang akan diharap oleh para pengungsi iklim ini adalah bahwa mereka harus dapat beradaptasi dengan lingkungan baru mereka yang mungkin jauh berbeda dari tempat tinggal mereka sebetulnya dan harus mulai dari awal untuk menemukan tanah kerja mereka
TRA86,tantangan nya yaitu apabila mereka pidah ke tempat yang baru maka mereka akan tidak terbiasa dengan daerah yang mereka tempati.,1,TRAIN,A,"Keuntungannya adalah jika mereka pindah ke tempat baru, mereka tidak akan terbiasa dengan daerah tempat mereka tinggal.",keuntungannya adalah jika mereka pindah ke tempat baru mereka tidak akan terbiasa dengan daerah tempat mereka tinggal,keuntungannya adalah jika mereka pindah ke tempat baru mereka tidak akan terbiasa dengan daerah tempat mereka tinggal,keuntungannya adalah jika mereka pindah ke tempat baru mereka tidak akan terbiasa dengan daerah tempat mereka tinggal
TRA87,"yang pertama pasti cuacanya, yang perlu beradaptasi. dengan lingkungannya",1,TRAIN,A,"Yang pertama harus cuaca, yang perlu beradaptasi. Dengan lingkungan",yang pertama harus cuaca yang perlu beradaptasi dengan lingkungan,yang pertama harus cuaca yang perlu beradaptasi dengan lingkungan,yang pertama harus cuaca yang perlu beradaptasi dengan lingkungan
TRA88,mereka mungkin kurang mendapatkan pekerjaan dan tempat tinggal yang layak bagi mereka,1,TRAIN,A,Mereka mungkin tidak mendapatkan pekerjaan dan tempat yang layak untuk tinggal bagi mereka,mereka mungkin tidak mendapatkan pekerjaan dan tempat yang layak untuk tinggal bagi mereka,mereka mungkin tidak mendapatkan pekerjaan dan tempat yang layak untuk tinggal bagi mereka,mereka mungkin tidak mendapatkan pekerjaan dan tempat yang layak untuk tinggal bagi mereka
TRA89,tidak bisa menyesuaikan diri dengan tempat baru,1,TRAIN,A,Tidak dapat menyesuaikan diri dengan tempat baru,tidak dapat menyesuaikan diri dengan tempat baru,tidak dapat menyesuaikan diri dengan tempat baru,tidak dapat menyesuaikan diri dengan tempat baru
TRA90,belajar,0,TRAIN,A,Belajar,belajar,belajar,belajar
TRA91,mengenal orang oramg baru/asing yag akan beradaptasi dari awal,1,TRAIN,A,tahu orang baru/asing yang akan beradaptasi sejak awal,tahu orang baruasing yang akan beradaptasi sejak awal,tahu orang berasing yang akan beradaptasi sejak awal,tahu orang berasing yang akan beradaptasi sejak awal
TRA92,karena travina adalah orang orang yang terpaksa meninggalkan komunitas atau negaranya karena bencana lingkungan dan dia menyenang dapet tempat tinggal baru.,0,TRAIN,A,Karena Travina adalah orang -orang yang dipaksa meninggalkan komunitas atau negara mereka karena bencana lingkungan dan dia menikmati mendapatkan tempat baru untuk tinggal.,karena travina adalah orang orang yang dipaksa meninggalkan komunitas atau negara mereka karena bencana lingkungan dan dia menikmati mendapatkan tempat baru untuk tinggal,karena trivia adalah orang orang yang paksa meninggalkan komunitas atau negara mereka karena bencana lingkungan dan dia menikmati mendapatkan tempat baru untuk tinggal,karena trivia adalah orang orang yang paksa meninggalkan komunitas atau negara mereka karena bencana lingkungan dan dia menikmati mendapatkan tempat baru untuk tinggal
TRA93,mereka akan kehilangan film dokumenter populer,0,TRAIN,A,Mereka akan kehilangan film dokumenter populer,mereka akan kehilangan film dokumenter populer,mereka akan kehilangan film dokumenter populer,mereka akan kehilangan film dokumenter populer
TRA94,tidak terbiasa dengan itu,0,TRAIN,A,tidak terbiasa,tidak terbiasa,tidak terbiasa,tidak terbiasa
TRA95,Tantangannya yang akan dihadapi adalah adanya rasa ketidak nyamanan yang mereka rasakan karena faktor lingkungan yang berbeda dari keadaan yang pernah mereka rasakan sebelumnya.,1,TRAIN,A,Tantangan yang akan dihadapi adalah rasa ketidaknyamanan yang mereka rasakan karena faktor lingkungan yang berbeda dari situasi yang mereka rasakan sebelumnya.,tantangan yang akan dihadapi adalah rasa ketidaknyamanan yang mereka rasakan karena faktor lingkungan yang berbeda dari situasi yang mereka rasakan sebelumnya,tantangan yang akan diharap adalah rasa ketidaknyamanan yang mereka masakan karena faktor lingkungan yang berbeda dari situasi yang mereka masakan sebetulnya,tantangan yang akan diharap adalah rasa ketidaknyamanan yang mereka masakan karena faktor lingkungan yang berbeda dari situasi yang mereka masakan sebetulnya
TRA96,"mereka akan kekurangan bahan pangan,pakaian dan obat-obatan. mereka harus saling berbagi tempat dan rela sempit-sempitan.mereka akan serba kekurangan.",1,TRAIN,A,"Mereka akan kekurangan makanan, pakaian, dan obat-obatan. Mereka harus berbagi tempat dan bersedia menjadi sempit.Mereka akan benar -benar kurang.",mereka akan kekurangan makanan pakaian dan obatobatan mereka harus berbagi tempat dan bersedia menjadi sempitmereka akan benar benar kurang,mereka akan kekurangan makanan pakaian dan obatobatan mereka harus berbagi tempat dan bersedia menjadi sempitmereka akan benar benar kurang,mereka akan kekurangan makanan pakaian dan obatobatan mereka harus berbagi tempat dan bersedia menjadi sempitmereka akan benar benar kurang
TRA97,Mereka akan kehilangan kehilangan tempat tinggalnya,1,TRAIN,A,Mereka akan kehilangan tempat tinggal mereka,mereka akan kehilangan tempat tinggal mereka,mereka akan kehilangan tempat tinggal mereka,mereka akan kehilangan tempat tinggal mereka
TRA98,tentunya kondisi keuangan warga-warga travina akan menurun. mereka tidak bisa bertani lagi karena lahan pertanian merkea yang hilang. para pekerja di bidang pariwisata akan berkurang karena banyak warga travina yang mengungsi dan tempat-tempat tujuan wisatawan yang rusak.,1,TRAIN,A,Tentu saja kondisi keuangan warga Travina akan menurun. Mereka tidak dapat bertani lagi karena tanah pertanian yang hilang. Pekerja di sektor pariwisata akan dikurangi karena banyak penduduk Travina yang mengungsi dan merusak tujuan wisata.,tentu saja kondisi keuangan warga travina akan menurun mereka tidak dapat bertani lagi karena tanah pertanian yang hilang pekerja di sektor pariwisata akan dikurangi karena banyak penduduk travina yang mengungsi dan merusak tujuan wisata,tentu saja kondisi keuangan warga trivia akan menurun mereka tidak dapat bertani lagi karena tanah pertanian yang hilang pekerja di sektor pariwisata akan dikajangi karena banyak penduduk trivia yang mengungsi dan merusak tujuan wisata,tentu saja kondisi keuangan warga trivia akan menurun mereka tidak dapat bertani lagi karena tanah pertanian yang hilang pekerja di sektor pariwisata akan dikajangi karena banyak penduduk trivia yang mengungsi dan merusak tujuan wisata
TRA99,tantangannya ialah penduduk akan kehilangan hasil dari pertanian yang mereka hasilkan dari lahan yang mereka tinggalkan,0,TRAIN,A,Tantangannya adalah bahwa penduduk akan kehilangan hasil pertanian yang mereka hasilkan dari tanah yang mereka tinggalkan,tantangannya adalah bahwa penduduk akan kehilangan hasil pertanian yang mereka hasilkan dari tanah yang mereka tinggalkan,tantangannya adalah bahwa penduduk akan kehilangan hasil pertanian yang mereka pasilan dari tanah yang mereka tinggalkan,tantangannya adalah bahwa penduduk akan kehilangan hasil pertanian yang mereka pasilan dari tanah yang mereka tinggalkan
TRA100,pekerjan akan menjadi hilang dan lahan pertanianakan berkurang.,0,TRAIN,A,Pekerjaan akan hilang dan lahan pertanian akan berkurang.,pekerjaan akan hilang dan lahan pertanian akan berkurang,pekerjaan akan hilang dan lahan pertanian akan berkurang,pekerjaan akan hilang dan lahan pertanian akan berkurang
TRA101,"Karena tidak semua tempat beriklim sama, semua warga Travina juga harus menyesuaikan diri terhadap lingkungan dan iklim saat mereka pindah ke tempat yang baru.",1,TRAIN,A,"Karena tidak semua tempat iklim sama, semua penduduk Travina juga harus menyesuaikan diri dengan lingkungan dan iklim ketika mereka pindah ke tempat baru.",karena tidak semua tempat iklim sama semua penduduk travina juga harus menyesuaikan diri dengan lingkungan dan iklim ketika mereka pindah ke tempat baru,karena tidak semua tempat iklim sama semua penduduk trivia juga harus menyesuaikan diri dengan lingkungan dan iklim ketika mereka pindah ke tempat baru,karena tidak semua tempat iklim sama semua penduduk trivia juga harus menyesuaikan diri dengan lingkungan dan iklim ketika mereka pindah ke tempat baru
TRA102,"trepisah oleh komunitas nya,,,dan mencari tempat tinggal baru",1,TRAIN,A,"Trepisa oleh masyarakat ,,, dan mencari tempat tinggal baru",trepisa oleh masyarakat  dan mencari tempat tinggal baru,tropis oleh masyarakat dan mencari tempat tinggal baru,tropis oleh masyarakat dan mencari tempat tinggal baru
